t;c.x;c.y;c.z;t.x;t.y;t.z;n.x;n.y;n.z;b.x;b.y;b.z
9.34;-4.562988357;1.705215686;0;0.401440846;-0.915884953;0;0.915884953;0.401440846;0;0;0;1
9.35;-4.558972466;1.696057486;0;0.401737416;-0.915754907;0;0.915754907;0.401737416;0;0;0;1
9.36;-4.554953606;1.686900589;0;0.402034601;-0.915624475;0;0.915624475;0.402034601;0;0;0;1
9.37;-4.550931772;1.677744998;0;0.402332404;-0.915493657;0;0.915493657;0.402332404;0;0;0;1
9.38;-4.546906956;1.668590717;0;0.402630828;-0.915362451;0;0.915362451;0.402630828;0;0;0;1
9.39;-4.542879153;1.65943775;0;0.402929873;-0.915230855;0;0.915230855;0.402929873;0;0;0;1
9.4;-4.538848357;1.650286101;0;0.403229543;-0.915098867;0;0.915098867;0.403229543;0;0;0;1
9.41;-4.53481456;1.641135774;0;0.403529839;-0.914966485;0;0.914966485;0.403529839;0;0;0;1
9.42;-4.530777758;1.631986773;0;0.403830763;-0.914833709;0;0.914833709;0.403830763;0;0;0;1
9.43;-4.526737943;1.622839101;0;0.404132317;-0.914700536;0;0.914700536;0.404132317;0;0;0;1
9.44;-4.522695109;1.613692763;0;0.404434504;-0.914566964;0;0.914566964;0.404434504;0;0;0;1
9.45;-4.518649251;1.604547763;0;0.404737325;-0.914432992;0;0.914432992;0.404737325;0;0;0;1
9.46;-4.514600361;1.595404105;0;0.405040783;-0.914298619;0;0.914298619;0.405040783;0;0;0;1
9.47;-4.510548433;1.586261792;0;0.405344879;-0.914163841;0;0.914163841;0.405344879;0;0;0;1
9.48;-4.506493461;1.577120829;0;0.405649617;-0.914028658;0;0.914028658;0.405649617;0;0;0;1
9.49;-4.502435439;1.56798122;0;0.405954997;-0.913893068;0;0.913893068;0.405954997;0;0;0;1
9.5;-4.498374359;1.558842969;0;0.406261022;-0.913757069;0;0.913757069;0.406261022;0;0;0;1
9.51;-4.494310216;1.54970608;0;0.406567695;-0.91362066;0;0.91362066;0.406567695;0;0;0;1
9.52;-4.490243003;1.540570557;0;0.406875016;-0.913483837;0;0.913483837;0.406875016;0;0;0;1
9.53;-4.486172714;1.531436405;0;0.40718299;-0.913346601;0;0.913346601;0.40718299;0;0;0;1
9.54;-4.482099341;1.522303627;0;0.407491617;-0.913208948;0;0.913208948;0.407491617;0;0;0;1
9.55;-4.478022879;1.513172227;0;0.407800899;-0.913070877;0;0.913070877;0.407800899;0;0;0;1
9.56;-4.473943321;1.504042211;0;0.408110842;-0.912932385;0;0.912932385;0.408110842;0;0;0;1
9.57;-4.46986066;1.494913581;0;0.408421447;-0.912793472;0;0.912793472;0.408421447;0;0;0;1
9.58;-4.46577489;1.485786342;0;0.408732713;-0.912654134;0;0.912654134;0.408732713;0;0;0;1
9.59;-4.461686004;1.4766605;0;0.409044645;-0.912514372;0;0.912514372;0.409044645;0;0;0;1
9.6;-4.457593995;1.467536056;0;0.409357244;-0.912374182;0;0.912374182;0.409357244;0;0;0;1
9.61;-4.453498857;1.458413017;0;0.409670511;-0.912233562;0;0.912233562;0.409670511;0;0;0;1
9.62;-4.449400583;1.449291387;0;0.40998445;-0.912092512;0;0.912092512;0.40998445;0;0;0;1
9.63;-4.445299166;1.440171168;0;0.410299063;-0.911951029;0;0.911951029;0.410299063;0;0;0;1
9.64;-4.441194599;1.431052367;0;0.410614351;-0.911809111;0;0.911809111;0.410614351;0;0;0;1
9.65;-4.437086877;1.421934988;0;0.410930318;-0.911666756;0;0.911666756;0.410930318;0;0;0;1
9.66;-4.432975991;1.412819034;0;0.411246966;-0.911523962;0;0.911523962;0.411246966;0;0;0;1
9.67;-4.428861935;1.40370451;0;0.411564301;-0.911380725;0;0.911380725;0.411564301;0;0;0;1
9.68;-4.424744703;1.394591421;0;0.41188232;-0.911237046;0;0.911237046;0.41188232;0;0;0;1
9.69;-4.420624286;1.38547977;0;0.412201027;-0.911092922;0;0.911092922;0.412201027;0;0;0;1
9.7;-4.41650068;1.376369564;0;0.412520424;-0.910948352;0;0.910948352;0.412520424;0;0;0;1
9.71;-4.412373876;1.367260805;0;0.412840513;-0.910803333;0;0.910803333;0.412840513;0;0;0;1
9.72;-4.408243867;1.358153498;0;0.413161296;-0.910657863;0;0.910657863;0.413161296;0;0;0;1
9.73;-4.404110648;1.349047649;0;0.413482775;-0.910511941;0;0.910511941;0.413482775;0;0;0;1
9.74;-4.39997421;1.339943261;0;0.413804955;-0.910365563;0;0.910365563;0.413804955;0;0;0;1
9.75;-4.395834546;1.330840339;0;0.414127841;-0.910218727;0;0.910218727;0.414127841;0;0;0;1
9.76;-4.39169165;1.321738888;0;0.414451431;-0.910071432;0;0.910071432;0.414451431;0;0;0;1
9.77;-4.387545515;1.312638912;0;0.414775727;-0.909923676;0;0.909923676;0.414775727;0;0;0;1
9.78;-4.383396134;1.303540416;0;0.415100732;-0.909775457;0;0.909775457;0.415100732;0;0;0;1
9.79;-4.379243498;1.294443404;0;0.415426447;-0.909626773;0;0.909626773;0.415426447;0;0;0;1
9.8;-4.375087602;1.285347882;0;0.415752876;-0.909477623;0;0.909477623;0.415752876;0;0;0;1
9.81;-4.370928438;1.276253854;0;0.416080024;-0.909328001;0;0.909328001;0.416080024;0;0;0;1
9.82;-4.366766;1.267161324;0;0.416407894;-0.909177907;0;0.909177907;0.416407894;0;0;0;1
9.83;-4.362600278;1.258070297;0;0.416736485;-0.909027338;0;0.909027338;0.416736485;0;0;0;1
9.84;-4.358431267;1.248980778;0;0.417065799;-0.908876295;0;0.908876295;0.417065799;0;0;0;1
9.85;-4.35425896;1.239892773;0;0.417395839;-0.908724773;0;0.908724773;0.417395839;0;0;0;1
9.86;-4.350083348;1.230806284;0;0.417726606;-0.908572772;0;0.908572772;0.417726606;0;0;0;1
9.87;-4.345904425;1.221721319;0;0.418058109;-0.908420287;0;0.908420287;0.418058109;0;0;0;1
9.88;-4.341722184;1.21263788;0;0.418390348;-0.908267316;0;0.908267316;0.418390348;0;0;0;1
9.89;-4.337536616;1.203555974;0;0.418723323;-0.908113858;0;0.908113858;0.418723323;0;0;0;1
9.9;-4.333347715;1.194475605;0;0.419057036;-0.907959911;0;0.907959911;0.419057036;0;0;0;1
9.91;-4.329155473;1.185396777;0;0.41939149;-0.907805474;0;0.907805474;0.41939149;0;0;0;1
9.92;-4.324959883;1.176319497;0;0.419726688;-0.907650542;0;0.907650542;0.419726688;0;0;0;1
9.93;-4.320760937;1.167243768;0;0.42006264;-0.907495112;0;0.907495112;0.42006264;0;0;0;1
9.94;-4.316558628;1.158169596;0;0.42039934;-0.907339184;0;0.907339184;0.42039934;0;0;0;1
9.95;-4.312352948;1.149096986;0;0.420736791;-0.907182756;0;0.907182756;0.420736791;0;0;0;1
9.96;-4.308143889;1.140025943;0;0.421074995;-0.907025826;0;0.907025826;0.421074995;0;0;0;1
9.97;-4.303931445;1.130956471;0;0.421413958;-0.906868389;0;0.906868389;0.421413958;0;0;0;1
9.98;-4.299715608;1.121888577;0;0.421753687;-0.906710443;0;0.906710443;0.421753687;0;0;0;1
9.99;-4.295496369;1.112822264;0;0.422094177;-0.906551987;0;0.906551987;0.422094177;0;0;0;1
10;-4.291273722;1.103757539;0;0.422435431;-0.90639302;0;0.90639302;0.422435431;0;0;0;1
10.01;-4.287047658;1.094694405;0;0.422777451;-0.906233539;0;0.906233539;0.422777451;0;0;0;1
10.02;-4.28281817;1.085632869;0;0.423120249;-0.906073537;0;0.906073537;0.423120249;0;0;0;1
10.03;-4.27858525;1.076572936;0;0.423463822;-0.905913016;0;0.905913016;0.423463822;0;0;0;1
10.04;-4.274348891;1.067514611;0;0.423808168;-0.905751973;0;0.905751973;0.423808168;0;0;0;1
10.05;-4.270109085;1.058457898;0;0.424153292;-0.905590407;0;0.905590407;0.424153292;0;0;0;1
10.06;-4.265865823;1.049402804;0;0.424499202;-0.905428312;0;0.905428312;0.424499202;0;0;0;1
10.07;-4.261619098;1.040349334;0;0.4248459;-0.905265686;0;0.905265686;0.4248459;0;0;0;1
10.08;-4.257368902;1.031297492;0;0.425193383;-0.905102529;0;0.905102529;0.425193383;0;0;0;1
10.09;-4.253115228;1.022247285;0;0.425541654;-0.904938838;0;0.904938838;0.425541654;0;0;0;1
10.1;-4.248858067;1.013198717;0;0.425890723;-0.904774609;0;0.904774609;0.425890723;0;0;0;1
10.11;-4.244597411;1.004151795;0;0.42624059;-0.904609838;0;0.904609838;0.42624059;0;0;0;1
10.12;-4.240333252;0.995106522;0;0.426591254;-0.904444527;0;0.904444527;0.426591254;0;0;0;1
10.13;-4.236065583;0.986062906;0;0.426942717;-0.904278672;0;0.904278672;0.426942717;0;0;0;1
10.14;-4.231794395;0.977020951;0;0.427294992;-0.904112266;0;0.904112266;0.427294992;0;0;0;1
10.15;-4.227519681;0.967980662;0;0.427648075;-0.90394531;0;0.90394531;0.427648075;0;0;0;1
10.16;-4.223241431;0.958942046;0;0.428001965;-0.903777804;0;0.903777804;0.428001965;0;0;0;1
10.17;-4.218959639;0.949905108;0;0.428356667;-0.903609742;0;0.903609742;0.428356667;0;0;0;1
10.18;-4.214674295;0.940869853;0;0.428712194;-0.903441118;0;0.903441118;0.428712194;0;0;0;1
10.19;-4.210385392;0.931836288;0;0.429068537;-0.903271936;0;0.903271936;0.429068537;0;0;0;1
10.2;-4.206092922;0.922804416;0;0.429425699;-0.903102192;0;0.903102192;0.429425699;0;0;0;1
10.21;-4.201796875;0.913774246;0;0.429783693;-0.902931879;0;0.902931879;0.429783693;0;0;0;1
10.22;-4.197497245;0.904745781;0;0.430142515;-0.902760996;0;0.902760996;0.430142515;0;0;0;1
10.23;-4.193194022;0.895719028;0;0.430502166;-0.902589544;0;0.902589544;0.430502166;0;0;0;1
10.24;-4.188887199;0.886693992;0;0.430862652;-0.902417517;0;0.902417517;0.430862652;0;0;0;1
10.25;-4.184576767;0.877670679;0;0.431223981;-0.90224491;0;0.90224491;0.431223981;0;0;0;1
10.26;-4.180262717;0.868649095;0;0.431586146;-0.902071726;0;0.902071726;0.431586146;0;0;0;1
10.27;-4.175945041;0.859629246;0;0.431949153;-0.901897959;0;0.901897959;0.431949153;0;0;0;1
10.28;-4.171623731;0.850611138;0;0.432313016;-0.901723603;0;0.901723603;0.432313016;0;0;0;1
10.29;-4.167298778;0.841594776;0;0.432677723;-0.901548661;0;0.901548661;0.432677723;0;0;0;1
10.3;-4.162970174;0.832580167;0;0.433043281;-0.901373129;0;0.901373129;0.433043281;0;0;0;1
10.31;-4.15863791;0.823567316;0;0.433409704;-0.901196998;0;0.901196998;0.433409704;0;0;0;1
10.32;-4.154301977;0.814556229;0;0.433776981;-0.901020272;0;0.901020272;0.433776981;0;0;0;1
10.33;-4.149962367;0.805546912;0;0.434145118;-0.900842948;0;0.900842948;0.434145118;0;0;0;1
10.34;-4.145619072;0.796539372;0;0.434514129;-0.900665016;0;0.900665016;0.434514129;0;0;0;1
10.35;-4.141272082;0.787533614;0;0.434884005;-0.900486481;0;0.900486481;0.434884005;0;0;0;1
10.36;-4.136921389;0.778529644;0;0.43525475;-0.900307338;0;0.900307338;0.43525475;0;0;0;1
10.37;-4.132566984;0.769527469;0;0.435626379;-0.900127579;0;0.900127579;0.435626379;0;0;0;1
10.38;-4.128208858;0.760527095;0;0.43599888;-0.899947208;0;0.899947208;0.43599888;0;0;0;1
10.39;-4.123847003;0.751528527;0;0.436372264;-0.899766218;0;0.899766218;0.436372264;0;0;0;1
10.4;-4.11948141;0.742531772;0;0.436746538;-0.899584605;0;0.899584605;0.436746538;0;0;0;1
10.41;-4.11511207;0.733536837;0;0.437121693;-0.899402371;0;0.899402371;0.437121693;0;0;0;1
10.42;-4.110738973;0.724543727;0;0.437497747;-0.899219507;0;0.899219507;0.437497747;0;0;0;1
10.43;-4.106362112;0.715552449;0;0.437874694;-0.899036013;0;0.899036013;0.437874694;0;0;0;1
10.44;-4.101981477;0.706563009;0;0.438252534;-0.898851888;0;0.898851888;0.438252534;0;0;0;1
10.45;-4.097597058;0.697575413;0;0.438631287;-0.898667121;0;0.898667121;0.438631287;0;0;0;1
10.46;-4.093208848;0.688589668;0;0.439010938;-0.898481717;0;0.898481717;0.439010938;0;0;0;1
10.47;-4.088816837;0.679605781;0;0.439391499;-0.89829567;0;0.89829567;0.439391499;0;0;0;1
10.48;-4.084421015;0.670623757;0;0.439772975;-0.898108975;0;0.898108975;0.439772975;0;0;0;1
10.49;-4.080021374;0.661643603;0;0.440155358;-0.897921634;0;0.897921634;0.440155358;0;0;0;1
10.5;-4.075617905;0.652665327;0;0.440538672;-0.897733634;0;0.897733634;0.440538672;0;0;0;1
10.51;-4.071210598;0.643688933;0;0.440922901;-0.897544982;0;0.897544982;0.440922901;0;0;0;1
10.52;-4.066799444;0.634714429;0;0.441308057;-0.89735567;0;0.89735567;0.441308057;0;0;0;1
10.53;-4.062384434;0.625741822;0;0.441694145;-0.897165694;0;0.897165694;0.441694145;0;0;0;1
10.54;-4.057965558;0.616771117;0;0.442081158;-0.896975055;0;0.896975055;0.442081158;0;0;0;1
10.55;-4.053542807;0.607802323;0;0.442469119;-0.896783741;0;0.896783741;0.442469119;0;0;0;1
10.56;-4.049116173;0.598835445;0;0.44285801;-0.896591759;0;0.896591759;0.44285801;0;0;0;1
10.57;-4.044685644;0.58987049;0;0.443247852;-0.896399097;0;0.896399097;0.443247852;0;0;0;1
10.58;-4.040251212;0.580907465;0;0.443638637;-0.896205758;0;0.896205758;0.443638637;0;0;0;1
10.59;-4.035812868;0.571946377;0;0.444030372;-0.896011735;0;0.896011735;0.444030372;0;0;0;1
10.6;-4.031370602;0.562987233;0;0.444423065;-0.895817023;0;0.895817023;0.444423065;0;0;0;1
10.61;-4.026924404;0.554030039;0;0.444816709;-0.895621625;0;0.895621625;0.444816709;0;0;0;1
10.62;-4.022474265;0.545074802;0;0.445211323;-0.895425529;0;0.895425529;0.445211323;0;0;0;1
10.63;-4.018020174;0.53612153;0;0.445606892;-0.89522874;0;0.89522874;0.445606892;0;0;0;1
10.64;-4.013562124;0.52717023;0;0.446003442;-0.895031245;0;0.895031245;0.446003442;0;0;0;1
10.65;-4.009100102;0.518220908;0;0.446400955;-0.89483305;0;0.89483305;0.446400955;0;0;0;1
10.66;-4.004634101;0.509273571;0;0.446799451;-0.894634143;0;0.894634143;0.446799451;0;0;0;1
10.67;-4.00016411;0.500328227;0;0.447198921;-0.894434528;0;0.894434528;0.447198921;0;0;0;1
10.68;-3.99569012;0.491384883;0;0.44759938;-0.894234195;0;0.894234195;0.44759938;0;0;0;1
10.69;-3.991212119;0.482443546;0;0.448000822;-0.894033144;0;0.894033144;0.448000822;0;0;0;1
10.7;-3.9867301;0.473504222;0;0.448403258;-0.89383137;0;0.89383137;0.448403258;0;0;0;1
10.71;-3.982244051;0.464566921;0;0.448806688;-0.89362887;0;0.89362887;0.448806688;0;0;0;1
10.72;-3.977753963;0.455631647;0;0.449211117;-0.893425639;0;0.893425639;0.449211117;0;0;0;1
10.73;-3.973259825;0.44669841;0;0.44961655;-0.893221674;0;0.893221674;0.44961655;0;0;0;1
10.74;-3.968761629;0.437767216;0;0.450022988;-0.893016971;0;0.893016971;0.450022988;0;0;0;1
10.75;-3.964259362;0.428838073;0;0.450430437;-0.892811526;0;0.892811526;0.450430437;0;0;0;1
10.76;-3.959753017;0.419910988;0;0.450838901;-0.892605336;0;0.892605336;0.450838901;0;0;0;1
10.77;-3.955242581;0.410985969;0;0.451248382;-0.892398396;0;0.892398396;0.451248382;0;0;0;1
10.78;-3.950728046;0.402063023;0;0.451658887;-0.892190703;0;0.892190703;0.451658887;0;0;0;1
10.79;-3.9462094;0.393142157;0;0.452070417;-0.891982252;0;0.891982252;0.452070417;0;0;0;1
10.8;-3.941686634;0.38422338;0;0.452482979;-0.89177304;0;0.89177304;0.452482979;0;0;0;1
10.81;-3.937159737;0.375306699;0;0.452896571;-0.891563063;0;0.891563063;0.452896571;0;0;0;1
10.82;-3.932628699;0.366392121;0;0.453311207;-0.891352315;0;0.891352315;0.453311207;0;0;0;1
10.83;-3.92809351;0.357479655;0;0.453726878;-0.891140797;0;0.891140797;0.453726878;0;0;0;1
10.84;-3.923554158;0.348569308;0;0.454143604;-0.890928497;0;0.890928497;0.454143604;0;0;0;1
10.85;-3.919010634;0.339661088;0;0.45456137;-0.890715421;0;0.890715421;0.45456137;0;0;0;1
10.86;-3.914462927;0.330755002;0;0.454980203;-0.890501552;0;0.890501552;0.454980203;0;0;0;1
10.87;-3.909911027;0.321851059;0;0.455400084;-0.8902869;0;0.8902869;0.455400084;0;0;0;1
10.88;-3.905354922;0.312949267;0;0.455821036;-0.890071448;0;0.890071448;0.455821036;0;0;0;1
10.89;-3.900794603;0.304049633;0;0.45624305;-0.889855201;0;0.889855201;0.45624305;0;0;0;1
10.9;-3.896230058;0.295152165;0;0.456666136;-0.889638151;0;0.889638151;0.456666136;0;0;0;1
10.91;-3.891661276;0.286256873;0;0.457090299;-0.889420293;0;0.889420293;0.457090299;0;0;0;1
10.92;-3.887088248;0.277363762;0;0.457515537;-0.889201627;0;0.889201627;0.457515537;0;0;0;1
10.93;-3.882510962;0.268472843;0;0.457941867;-0.888982141;0;0.888982141;0.457941867;0;0;0;1
10.94;-3.877929407;0.259584122;0;0.458369275;-0.88876184;0;0.88876184;0.458369275;0;0;0;1
10.95;-3.873343573;0.250697609;0;0.458797785;-0.88854071;0;0.88854071;0.458797785;0;0;0;1
10.96;-3.868753448;0.241813311;0;0.459227386;-0.888318754;0;0.888318754;0.459227386;0;0;0;1
10.97;-3.864159022;0.232931236;0;0.459658088;-0.888095964;0;0.888095964;0.459658088;0;0;0;1
10.98;-3.859560283;0.224051394;0;0.4600899;-0.887872335;0;0.887872335;0.4600899;0;0;0;1
10.99;-3.85495722;0.215173792;0;0.460522813;-0.887647869;0;0.887647869;0.460522813;0;0;0;1
11;-3.850349823;0.206298439;0;0.460956851;-0.887422549;0;0.887422549;0.460956851;0;0;0;1
11.01;-3.845738079;0.197425344;0;0.461392002;-0.887196382;0;0.887196382;0.461392002;0;0;0;1
11.02;-3.841121979;0.188554515;0;0.461828274;-0.88696936;0;0.88696936;0.461828274;0;0;0;1
11.03;-3.83650151;0.17968596;0;0.462265681;-0.886741473;0;0.886741473;0.462265681;0;0;0;1
11.04;-3.831876662;0.170819688;0;0.462704211;-0.886512726;0;0.886512726;0.462704211;0;0;0;1
11.05;-3.827247422;0.161955708;0;0.463143884;-0.886283105;0;0.886283105;0.463143884;0;0;0;1
11.06;-3.82261378;0.153094029;0;0.463584698;-0.88605261;0;0.88605261;0.463584698;0;0;0;1
11.07;-3.817975725;0.144234659;0;0.464026649;-0.88582124;0;0.88582124;0.464026649;0;0;0;1
11.08;-3.813333244;0.135377607;0;0.464469763;-0.885588979;0;0.885588979;0.464469763;0;0;0;1
11.09;-3.808686326;0.126522882;0;0.464914026;-0.885355831;0;0.885355831;0.464914026;0;0;0;1
11.1;-3.804034959;0.117670493;0;0.465359443;-0.885121793;0;0.885121793;0.465359443;0;0;0;1
11.11;-3.799379133;0.108820449;0;0.465806036;-0.88488685;0;0.88488685;0.465806036;0;0;0;1
11.12;-3.794718835;0.099972759;0;0.466253791;-0.884651006;0;0.884651006;0.466253791;0;0;0;1
11.13;-3.790054053;0.091127432;0;0.466702715;-0.884414256;0;0.884414256;0.466702715;0;0;0;1
11.14;-3.785384777;0.082284477;0;0.467152829;-0.884176586;0;0.884176586;0.467152829;0;0;0;1
11.15;-3.780710993;0.073443903;0;0.467604118;-0.883938;0;0.883938;0.467604118;0;0;0;1
11.16;-3.77603269;0.06460572;0;0.468056592;-0.883698493;0;0.883698493;0.468056592;0;0;0;1
11.17;-3.771349857;0.055769936;0;0.468510269;-0.883458051;0;0.883458051;0.468510269;0;0;0;1
11.18;-3.766662481;0.046936562;0;0.468965137;-0.883216678;0;0.883216678;0.468965137;0;0;0;1
11.19;-3.761970551;0.038105606;0;0.469421203;-0.882974368;0;0.882974368;0.469421203;0;0;0;1
11.2;-3.757274053;0.029277078;0;0.469878486;-0.882731108;0;0.882731108;0.469878486;0;0;0;1
11.21;-3.752572977;0.020450987;0;0.470336978;-0.882486899;0;0.882486899;0.470336978;0;0;0;1
11.22;-3.74786731;0.011627343;0;0.470796682;-0.882241738;0;0.882241738;0.470796682;0;0;0;1
11.23;-3.743157039;0.002806155;0;0.471257612;-0.881995614;0;0.881995614;0.471257612;0;0;0;1
11.24;-3.738442153;-0.006012566;0;0.471719772;-0.881748522;0;0.881748522;0.471719772;0;0;0;1
11.25;-3.73372264;-0.014828812;0;0.47218316;-0.881500462;0;0.881500462;0.47218316;0;0;0;1
11.26;-3.728998486;-0.023642572;0;0.472647779;-0.881251427;0;0.881251427;0.472647779;0;0;0;1
11.27;-3.72426968;-0.032453837;0;0.473113653;-0.881001402;0;0.881001402;0.473113653;0;0;0;1
11.28;-3.719536209;-0.041262597;0;0.47358077;-0.880750393;0;0.880750393;0.47358077;0;0;0;1
11.29;-3.714798061;-0.050068842;0;0.474049135;-0.880498392;0;0.880498392;0.474049135;0;0;0;1
11.3;-3.710055222;-0.058872562;0;0.474518757;-0.880245392;0;0.880245392;0.474518757;0;0;0;1
11.31;-3.705307681;-0.067673746;0;0.474989649;-0.879991382;0;0.879991382;0.474989649;0;0;0;1
11.32;-3.700555425;-0.076472386;0;0.475461806;-0.879736364;0;0.879736364;0.475461806;0;0;0;1
11.33;-3.695798441;-0.08526847;0;0.475935232;-0.879480332;0;0.879480332;0.475935232;0;0;0;1
11.34;-3.691036716;-0.094061989;0;0.476409935;-0.879223279;0;0.879223279;0.476409935;0;0;0;1
11.35;-3.686270238;-0.102852933;0;0.476885931;-0.878965192;0;0.878965192;0.476885931;0;0;0;1
11.36;-3.681498994;-0.11164129;0;0.477363212;-0.878706074;0;0.878706074;0.477363212;0;0;0;1
11.37;-3.67672297;-0.120427051;0;0.477841784;-0.878445917;0;0.878445917;0.477841784;0;0;0;1
11.38;-3.671942154;-0.129210205;0;0.478321653;-0.878184716;0;0.878184716;0.478321653;0;0;0;1
11.39;-3.667156532;-0.137990742;0;0.478802834;-0.87792246;0;0.87792246;0.478802834;0;0;0;1
11.4;-3.662366093;-0.146768651;0;0.479285326;-0.877659146;0;0.877659146;0.479285326;0;0;0;1
11.41;-3.657570822;-0.155543921;0;0.479769131;-0.877394769;0;0.877394769;0.479769131;0;0;0;1
11.42;-3.652770706;-0.164316542;0;0.480254255;-0.877129324;0;0.877129324;0.480254255;0;0;0;1
11.43;-3.647965732;-0.173086504;0;0.480740703;-0.876862803;0;0.876862803;0.480740703;0;0;0;1
11.44;-3.643155887;-0.181853795;0;0.481228492;-0.876595197;0;0.876595197;0.481228492;0;0;0;1
11.45;-3.638341158;-0.190618404;0;0.481717618;-0.876326501;0;0.876326501;0.481717618;0;0;0;1
11.46;-3.633521531;-0.199380321;0;0.482208086;-0.876056712;0;0.876056712;0.482208086;0;0;0;1
11.47;-3.628696992;-0.208139535;0;0.4826999;-0.875785822;0;0.875785822;0.4826999;0;0;0;1
11.48;-3.623867528;-0.216896034;0;0.483193068;-0.875513826;0;0.875513826;0.483193068;0;0;0;1
11.49;-3.619033126;-0.225649808;0;0.483687597;-0.875240715;0;0.875240715;0.483687597;0;0;0;1
11.5;-3.614193772;-0.234400845;0;0.484183498;-0.87496648;0;0.87496648;0.484183498;0;0;0;1
11.51;-3.609349452;-0.243149134;0;0.48468077;-0.874691118;0;0.874691118;0.48468077;0;0;0;1
11.52;-3.604500152;-0.251894664;0;0.485179418;-0.874414623;0;0.874414623;0.485179418;0;0;0;1
11.53;-3.599645859;-0.260637423;0;0.485679447;-0.874136988;0;0.874136988;0.485679447;0;0;0;1
11.54;-3.594786559;-0.2693774;0;0.486180866;-0.873858207;0;0.873858207;0.486180866;0;0;0;1
11.55;-3.589922237;-0.278114583;0;0.486683677;-0.873578272;0;0.873578272;0.486683677;0;0;0;1
11.56;-3.58505288;-0.286848961;0;0.487187893;-0.873297176;0;0.873297176;0.487187893;0;0;0;1
11.57;-3.580178475;-0.295580523;0;0.487693519;-0.873014909;0;0.873014909;0.487693519;0;0;0;1
11.58;-3.575299005;-0.304309255;0;0.488200558;-0.872731468;0;0.872731468;0.488200558;0;0;0;1
11.59;-3.570414459;-0.313035148;0;0.488709014;-0.872446846;0;0.872446846;0.488709014;0;0;0;1
11.6;-3.565524821;-0.321758189;0;0.489218895;-0.872161036;0;0.872161036;0.489218895;0;0;0;1
11.61;-3.560630076;-0.330478365;0;0.489730205;-0.871874031;0;0.871874031;0.489730205;0;0;0;1
11.62;-3.555730212;-0.339195665;0;0.490242953;-0.871585823;0;0.871585823;0.490242953;0;0;0;1
11.63;-3.550825213;-0.347910077;0;0.490757142;-0.871296406;0;0.871296406;0.490757142;0;0;0;1
11.64;-3.545915064;-0.356621589;0;0.491272781;-0.871005772;0;0.871005772;0.491272781;0;0;0;1
11.65;-3.540999752;-0.365330189;0;0.491789875;-0.870713913;0;0.870713913;0.491789875;0;0;0;1
11.66;-3.536079262;-0.374035864;0;0.492308436;-0.87042082;0;0.87042082;0.492308436;0;0;0;1
11.67;-3.531153579;-0.382738601;0;0.492828464;-0.870126488;0;0.870126488;0.492828464;0;0;0;1
11.68;-3.526222688;-0.391438389;0;0.493349967;-0.869830909;0;0.869830909;0.493349967;0;0;0;1
11.69;-3.521286574;-0.400135215;0;0.493872949;-0.869534076;0;0.869534076;0.493872949;0;0;0;1
11.7;-3.516345224;-0.408829067;0;0.494397418;-0.869235982;0;0.869235982;0.494397418;0;0;0;1
11.71;-3.511398621;-0.417519931;0;0.49492338;-0.868936619;0;0.868936619;0.49492338;0;0;0;1
11.72;-3.506446751;-0.426207795;0;0.495450842;-0.868635978;0;0.868635978;0.495450842;0;0;0;1
11.73;-3.5014896;-0.434892646;0;0.49597981;-0.868334053;0;0.868334053;0.49597981;0;0;0;1
11.74;-3.49652715;-0.443574472;0;0.49651029;-0.868030836;0;0.868030836;0.49651029;0;0;0;1
11.75;-3.491559389;-0.452253259;0;0.49704229;-0.867726317;0;0.867726317;0.49704229;0;0;0;1
11.76;-3.4865863;-0.460928994;0;0.497575815;-0.867420491;0;0.867420491;0.497575815;0;0;0;1
11.77;-3.481607868;-0.469601664;0;0.498110873;-0.867113348;0;0.867113348;0.498110873;0;0;0;1
11.78;-3.476624077;-0.478271256;0;0.49864747;-0.866804881;0;0.866804881;0.49864747;0;0;0;1
11.79;-3.471634913;-0.486937757;0;0.499185612;-0.866495081;0;0.866495081;0.499185612;0;0;0;1
11.8;-3.46664036;-0.495601154;0;0.499725307;-0.86618394;0;0.86618394;0.499725307;0;0;0;1
11.81;-3.461640402;-0.504261432;0;0.500266561;-0.86587145;0;0.86587145;0.500266561;0;0;0;1
11.82;-3.456635024;-0.512918578;0;0.50080938;-0.865557603;0;0.865557603;0.50080938;0;0;0;1
11.83;-3.451624209;-0.521572579;0;0.501353773;-0.865242391;0;0.865242391;0.501353773;0;0;0;1
11.84;-3.446607943;-0.530223422;0;0.501899745;-0.864925804;0;0.864925804;0.501899745;0;0;0;1
11.85;-3.441586209;-0.538871091;0;0.502447303;-0.864607835;0;0.864607835;0.502447303;0;0;0;1
11.86;-3.436558992;-0.547515574;0;0.502996455;-0.864288474;0;0.864288474;0.502996455;0;0;0;1
11.87;-3.431526275;-0.556156856;0;0.503547206;-0.863967714;0;0.863967714;0.503547206;0;0;0;1
11.88;-3.426488043;-0.564794923;0;0.504099565;-0.863645546;0;0.863645546;0.504099565;0;0;0;1
11.89;-3.421444279;-0.573429762;0;0.504653538;-0.86332196;0;0.86332196;0.504653538;0;0;0;1
11.9;-3.416394967;-0.582061358;0;0.505209132;-0.862996948;0;0.862996948;0.505209132;0;0;0;1
